,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
3642,1460.0,50.0,RL,99.60151927372257,5418.278738353198,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,61.339987606133995,TA,TA,PConc,TA,TA,No,Unf,36.278195522160786,Unf,24.814908693293997,467.0,1584.6427973988145,GasA,Ex,Y,SBrkr,1274.6875562296611,116.09166492737367,0.0,1455.1321405087801,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,273.7942191025321,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,203544.0477104248
3643,1460.0,50.0,RL,71.05555798712396,9528.033131606955,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-57.20686448366479,TA,TA,PConc,TA,TA,No,Unf,763.3263143971363,Unf,-48.439336699345496,467.0,1633.076757868204,GasA,Ex,Y,SBrkr,906.4811254948082,296.02605493917645,0.0,1883.1297484029483,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,350.53088034742484,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,257816.45779650097
3644,1460.0,50.0,RL,87.0515016047454,-1291.317481100572,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,478.6368509208238,TA,TA,PConc,TA,TA,No,Unf,651.4239372968285,Unf,-119.25419216411822,467.0,1999.0279682002642,GasA,Ex,Y,SBrkr,1866.5955400959667,138.4530286502753,0.0,1165.6078388475544,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,506.8941585455551,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,240189.89625400383
3645,1460.0,50.0,RL,71.48480081519601,21533.853239793483,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,222.4170185675,TA,TA,PConc,TA,TA,No,Unf,730.0548125477567,Unf,232.11846201831793,467.0,575.3137619408117,GasA,Ex,Y,SBrkr,1510.1850383461815,849.8132343617253,0.0,1689.9004724979402,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,485.59748566106,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,246776.54189754286
3646,1460.0,50.0,RL,49.29114716497439,16766.732118043223,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-86.22931897001723,TA,TA,PConc,TA,TA,No,Unf,-238.15017253240762,Unf,60.99062532702371,467.0,1219.7567397718242,GasA,Ex,Y,SBrkr,1368.405861605036,189.1237449911261,0.0,2333.354168683331,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,663.1513088938675,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,278035.25208390335
3647,1460.0,50.0,RL,60.02507106076533,20117.136251216016,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-120.98039898119544,TA,TA,PConc,TA,TA,No,Unf,173.51745189159453,Unf,63.56158057027992,467.0,833.3866102427662,GasA,Ex,Y,SBrkr,934.6338836086394,99.59633467983073,0.0,1793.0485874424926,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,366.31227286232763,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,236940.76898147244
3648,1460.0,50.0,RL,63.21029832628059,19140.674242984976,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,121.08850368472528,TA,TA,PConc,TA,TA,No,Unf,-466.6626915455149,Unf,-81.28764477250047,467.0,486.65956354059176,GasA,Ex,Y,SBrkr,2117.4191881612956,164.4046398350284,0.0,2164.997362587897,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,112.23899365707734,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,216194.6673038971
3649,1460.0,50.0,RL,62.08795047821299,15360.404652194724,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-9.234054084546983,TA,TA,PConc,TA,TA,No,Unf,-255.80884006524946,Unf,53.57421595508125,467.0,1079.7425063732321,GasA,Ex,Y,SBrkr,838.2042431059195,753.4695518702898,0.0,1738.7265201091761,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,977.7933893213874,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,204844.05189799954
3650,1460.0,50.0,RL,66.58967062210148,1618.7836163252796,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,58.01407691413298,TA,TA,PConc,TA,TA,No,Unf,508.99741440160955,Unf,34.95210073320031,467.0,1186.6139205375187,GasA,Ex,Y,SBrkr,1397.4406498658057,338.7317154123314,0.0,2089.411414014972,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,567.5142979891757,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,256766.05064918517
3651,1460.0,50.0,RL,67.73094585288217,24390.644971169564,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,2.7516392502974867,TA,TA,PConc,TA,TA,No,Unf,1035.0293553758029,Unf,12.396603854309191,467.0,882.9148374853382,GasA,Ex,Y,SBrkr,940.9264328925169,-52.17626599910028,0.0,500.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,646.1763697206327,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,169091.27685397875
3652,1460.0,50.0,RL,45.82084181231477,5882.314167167649,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,265.68656158175384,TA,TA,PConc,TA,TA,No,Unf,275.8994310488763,Unf,246.85424530909188,467.0,1402.2095240120257,GasA,Ex,Y,SBrkr,751.8782572074812,275.1218536345688,0.0,1523.1159385018227,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,233.19847156093667,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,241434.72955953775
3653,1460.0,50.0,RL,28.802267247683787,7173.799423690578,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,147.6142653480741,TA,TA,PConc,TA,TA,No,Unf,94.56407259867393,Unf,84.9065259159492,467.0,1353.8471544216118,GasA,Ex,Y,SBrkr,558.5562236609447,821.2166518371703,0.0,1976.7296699654069,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,487.3675704369353,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,235707.14787345286
3654,1460.0,50.0,RL,48.47287530414567,6274.565402394335,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-22.63820069300658,TA,TA,PConc,TA,TA,No,Unf,652.2759030151184,Unf,-55.628821534933174,467.0,318.1581596921088,GasA,Ex,Y,SBrkr,850.8083981639279,183.59603273045946,0.0,1195.1840462587063,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,719.7049162800279,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,213325.1548997079
3655,1460.0,50.0,RL,69.2500265676407,15069.014095089318,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-153.46556385423258,TA,TA,PConc,TA,TA,No,Unf,137.7713833186524,Unf,11.482209978748081,467.0,11.281504717472899,GasA,Ex,Y,SBrkr,1247.1165828679405,379.27341990525906,0.0,2259.460687349597,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,336.3466710793067,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,253298.72136290328
3656,1460.0,50.0,RL,105.84314159195917,9150.027400024645,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0.9159029489649981,TA,TA,PConc,TA,TA,No,Unf,-79.63306636729408,Unf,200.88835369367197,467.0,1029.1644492563917,GasA,Ex,Y,SBrkr,1498.073355864502,236.720785233146,0.0,1408.5751411632536,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,354.44389240046047,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,216017.65412518822
3657,1460.0,50.0,RL,52.960954909901474,6832.383266642085,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,489.9860206141992,TA,TA,PConc,TA,TA,No,Unf,371.7526367672724,Unf,27.28435925608826,467.0,1524.2644575896518,GasA,Ex,Y,SBrkr,1411.7810531474145,-482.3523726049183,0.0,689.2340125921119,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,127.94415832218687,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,200384.75927840406
3658,1460.0,50.0,RL,89.78910152660201,28521.656815140937,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,71.55644501320836,TA,TA,PConc,TA,TA,No,Unf,887.9366594211524,Unf,352.2513683489934,467.0,1898.232626626027,GasA,Ex,Y,SBrkr,1113.8072958912826,-70.7895409284207,0.0,500.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,399.3056457442256,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,210013.3922853537
3659,1460.0,50.0,RL,76.26764727011654,6874.835587911641,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,76.27982807840537,TA,TA,PConc,TA,TA,No,Unf,18.095389271760837,Unf,133.92346644293752,467.0,1271.7940720695474,GasA,Ex,Y,SBrkr,1206.7586013784871,150.78040605867045,0.0,1604.810488904934,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,480.12888723502317,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,230487.54071123785
3660,1460.0,50.0,RL,111.32374850214,28303.226595726414,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,122.35438009443344,TA,TA,PConc,TA,TA,No,Unf,24.547538448756825,Unf,586.9918253931039,467.0,1488.7933272819419,GasA,Ex,Y,SBrkr,1271.3128099614244,-172.9016807270815,0.0,900.3063765816,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,370.03721822047146,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,220727.45725133328
3661,1460.0,50.0,RL,66.04918962940421,5799.855609170432,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,188.77827953473084,TA,TA,PConc,TA,TA,No,Unf,1205.3439831318965,Unf,183.04097347506706,467.0,1087.872674956101,GasA,Ex,Y,SBrkr,608.2354801012864,360.02794887004194,0.0,1518.0178618619595,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,474.6366672691988,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,235004.91147663476
3662,1460.0,50.0,RL,68.66630697626064,5704.526874591367,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,424.91683094950463,TA,TA,PConc,TA,TA,No,Unf,1196.8273423060568,Unf,52.03038376676937,467.0,1381.3096327907335,GasA,Ex,Y,SBrkr,1153.4013885380741,163.2340524755965,0.0,1282.4348275109728,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,773.8130585840328,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,193646.03990258963
3663,1460.0,50.0,RL,37.98699110291603,8676.678877217837,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,119.78769562577887,TA,TA,PConc,TA,TA,No,Unf,1140.0543883475,Unf,279.0781903010825,467.0,1477.217573570646,GasA,Ex,Y,SBrkr,663.3839103168575,-844.5913079337635,0.0,1824.8973474975974,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,480.3854922729132,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,241667.48286851635
3664,1460.0,50.0,RL,77.447682515409,11695.71378593687,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,64.98721217519426,TA,TA,PConc,TA,TA,No,Unf,444.18529945593906,Unf,-312.85540715810316,467.0,922.6341164471116,GasA,Ex,Y,SBrkr,801.0205677225581,373.61305617720944,0.0,2236.925626793668,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,731.3101890447466,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,239511.88352240104
3665,1460.0,50.0,RL,82.12348389944036,1506.450224563505,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,136.1765942109415,TA,TA,PConc,TA,TA,No,Unf,280.1195916179044,Unf,-34.16118864326517,467.0,1582.3604482396504,GasA,Ex,Y,SBrkr,1130.9057301081561,523.0253894109757,0.0,1471.3825817587376,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,240.70041042740206,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,244645.1436193909
3666,1460.0,50.0,RL,44.822824377937316,20198.052077390446,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,314.94411824441084,TA,TA,PConc,TA,TA,No,Unf,841.1632201137652,Unf,-101.01961845776702,467.0,1227.1056204792642,GasA,Ex,Y,SBrkr,867.2741429361442,411.07978387151275,0.0,2068.904816200247,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,652.7963085303425,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,253426.44034947557
3667,1460.0,50.0,RL,27.624475725574584,9760.69353859478,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,316.4376849519782,TA,TA,PConc,TA,TA,No,Unf,512.673998513704,Unf,629.5313410135608,467.0,553.1580375634829,GasA,Ex,Y,SBrkr,1163.1018392514234,1007.1490002281885,0.0,1837.2353121118194,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,540.2855821153235,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,225163.83092406928
3668,1460.0,50.0,RL,85.81915200729046,5366.778148593522,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,297.5212569880065,TA,TA,PConc,TA,TA,No,Unf,296.9910931153962,Unf,3.6368719574393964,467.0,789.5491675063843,GasA,Ex,Y,SBrkr,890.3017891117631,-534.3911163945614,0.0,1819.2992445420823,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,469.8043527948021,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,253787.16805713877
3669,1460.0,50.0,RL,60.63262309376367,-6357.867618087814,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,79.14145202704296,TA,TA,PConc,TA,TA,No,Unf,440.98836035142864,Unf,-83.42419557001926,467.0,745.5902824032194,GasA,Ex,Y,SBrkr,1231.0805055394442,-228.93782838137975,0.0,857.68690832604,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,385.02870449015643,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,224515.24148302418
3670,1460.0,50.0,RL,64.53507822722591,18210.757451121608,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,296.1544033706245,TA,TA,PConc,TA,TA,No,Unf,15.184654667271218,Unf,527.6828074222815,467.0,859.356672692469,GasA,Ex,Y,SBrkr,1534.7003476102282,319.91499908601764,0.0,1983.447624627017,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,961.5769036336771,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,229437.705675552
3671,1460.0,50.0,RL,37.13609530935671,7012.071886997315,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-16.91846607197222,TA,TA,PConc,TA,TA,No,Unf,-124.23324201667697,Unf,-27.632167904934626,467.0,1169.8700921930265,GasA,Ex,Y,SBrkr,1086.2351569935715,4.328225572987719,0.0,803.8835397648392,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,582.7143698995787,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,180707.26213251398
3672,1460.0,50.0,RL,80.47184448583869,5936.819436995549,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-21.602757074800422,TA,TA,PConc,TA,TA,No,Unf,23.134443638915002,Unf,93.97668569109435,467.0,1316.279113259668,GasA,Ex,Y,SBrkr,2266.5728650153414,304.1064101813698,0.0,760.5072319544378,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,495.06087824010535,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,185696.45675617093
3673,1460.0,50.0,RL,66.69661693171577,23121.35916163136,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,169.27491953272929,TA,TA,PConc,TA,TA,No,Unf,845.3118310618229,Unf,155.47879881242721,467.0,1682.0805437998329,GasA,Ex,Y,SBrkr,1023.2538198459298,282.41243154712186,0.0,912.284989077993,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,482.1447616681656,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,197198.4509782108
3674,1460.0,50.0,RL,56.993309089194085,14978.74591112234,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,258.00045223021476,TA,TA,PConc,TA,TA,No,Unf,-393.6165249132923,Unf,33.62587851998844,467.0,1224.2005920770976,GasA,Ex,Y,SBrkr,117.25996347300975,-204.8539835873786,0.0,1683.212794622159,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,273.7405370641781,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,228751.46141263194
3675,1460.0,50.0,RL,81.69476684222357,8953.17585142564,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,-146.79884216861933,TA,TA,PConc,TA,TA,No,Unf,-158.3916988401246,Unf,179.43960305126507,467.0,1536.0999050550824,GasA,Ex,Y,SBrkr,764.0765532532552,484.09986468099873,0.0,1154.193604349867,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,333.37175683870026,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,184444.8257073848
3676,1460.0,50.0,RL,79.46301987168627,-5182.271511469831,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5.0,1973.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,197.53474605406208,TA,TA,PConc,TA,TA,No,Unf,22.93307872898174,Unf,119.53058904360654,467.0,237.936456033951,GasA,Ex,Y,SBrkr,1357.9911807944256,132.1217749850474,0.0,1468.4958486153182,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1979.0,Unf,2.0,563.1502658491654,TA,TA,Y,0.0,26.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD,Normal,221832.00684152427
